candidate,model,family,unit,task,target,locator,prediction
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-373,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-373,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-373,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-373,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-373,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-373,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-381,local,-1,0,-1
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-381,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-381,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-381,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-381,local,-1,0,-1
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-381,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-384,local,-1,1,-1
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-384,local,-1,1,-1
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-384,local,-1,1,-1
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-384,local,-1,1,-1
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-384,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-384,local,-1,1,-1
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-385,local,-1,0,-1
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-385,local,-1,0,-1
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-385,local,-1,0,-1
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-385,local,-1,0,-1
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-385,local,-1,0,-1
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-385,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-387,local,-1,0,0
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-387,local,-1,0,0
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-387,local,-1,0,0
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-387,local,-1,0,0
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-387,local,-1,0,0
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-387,local,-1,0,0
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-391,local,-1,3,3
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-391,local,-1,3,3
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-391,local,-1,3,3
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-391,local,-1,3,3
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-391,local,-1,3,-1
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-391,local,-1,3,-1
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-394,local,-1,0,0
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-394,local,-1,0,0
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-394,local,-1,0,0
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-394,local,-1,0,0
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-394,local,-1,0,-1
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-394,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-396,local,-1,1,1
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-396,local,-1,0,0
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-396,local,-1,0,0
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-396,local,-1,0,0
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-396,local,-1,1,-1
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-396,local,-1,0,-1
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-398,local,-1,2,2
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-398,local,-1,2,2
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-398,local,-1,2,2
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-398,local,-1,2,2
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-398,local,-1,2,-1
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-398,local,-1,2,-1
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-4,local,2,2,2
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-4,local,2,2,2
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-4,local,2,2,2
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-4,local,2,2,2
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-4,local,2,2,2
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-4,local,2,2,2
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-43,local,1,2,2
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-43,local,1,1,1
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-43,local,1,2,2
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-43,local,1,1,1
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-43,local,1,2,2
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-43,local,1,1,1
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-51,local,5,0,-1
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-51,local,5,0,-1
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-51,local,5,0,-1
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-51,local,5,0,-1
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-51,local,5,0,-1
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-51,local,5,0,-1
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-53,local,3,3,3
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-53,local,3,3,3
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-53,local,3,3,3
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-53,local,3,3,3
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-53,local,3,3,3
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-53,local,3,3,3
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-60,local,1,5,5
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-60,local,1,5,5
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-60,local,1,5,5
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-60,local,1,5,5
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-60,local,1,5,5
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-60,local,1,5,5
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-63,local,2,1,1
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-63,local,2,1,1
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-63,local,2,1,1
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-63,local,2,1,1
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-63,local,2,1,1
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-63,local,2,1,1
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-67,local,1,1,1
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-67,local,1,1,1
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-67,local,1,1,1
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-67,local,1,1,1
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-67,local,1,1,1
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-67,local,1,1,1
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-70,local,0,3,3
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-70,local,0,3,3
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-70,local,0,3,3
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-70,local,0,3,3
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-70,local,0,3,-1
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-70,local,0,3,-1
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-71,local,2,2,2
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-71,local,2,2,2
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-71,local,2,2,2
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-71,local,2,2,2
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-71,local,2,2,2
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-71,local,2,2,2
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-81,local,4,5,5
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-81,local,4,5,5
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-81,local,4,5,5
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-81,local,4,5,5
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-81,local,4,5,5
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-81,local,4,5,5
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-89,local,3,3,3
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-89,local,3,4,4
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-89,local,3,4,4
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-89,local,3,4,4
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-89,local,3,3,3
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-89,local,3,4,4
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-90,local,0,2,2
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-90,local,0,2,2
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-90,local,0,2,2
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-90,local,0,2,2
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-90,local,0,2,2
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-90,local,0,2,2
HISTDET_HISTLOC,qwen3_8b,gsm8k,gsm8k-99,local,4,3,3
HISTDET_H0LOC,qwen3_8b,gsm8k,gsm8k-99,local,4,3,3
HISTDET_H2LOC,qwen3_8b,gsm8k,gsm8k-99,local,4,3,3
HISTDET_H3LOC,qwen3_8b,gsm8k,gsm8k-99,local,4,3,3
H0DET_HISTLOC,qwen3_8b,gsm8k,gsm8k-99,local,4,3,-1
H0DET_H3LOC,qwen3_8b,gsm8k,gsm8k-99,local,4,3,-1
HISTDET_HISTLOC,qwen3_8b,math,math-108,local,2,2,2
HISTDET_H0LOC,qwen3_8b,math,math-108,local,2,2,2
HISTDET_H2LOC,qwen3_8b,math,math-108,local,2,2,2
HISTDET_H3LOC,qwen3_8b,math,math-108,local,2,2,2
H0DET_HISTLOC,qwen3_8b,math,math-108,local,2,2,2
H0DET_H3LOC,qwen3_8b,math,math-108,local,2,2,2
HISTDET_HISTLOC,qwen3_8b,math,math-117,local,1,2,2
HISTDET_H0LOC,qwen3_8b,math,math-117,local,1,3,3
HISTDET_H2LOC,qwen3_8b,math,math-117,local,1,3,3
HISTDET_H3LOC,qwen3_8b,math,math-117,local,1,3,3
H0DET_HISTLOC,qwen3_8b,math,math-117,local,1,2,2
H0DET_H3LOC,qwen3_8b,math,math-117,local,1,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-12,local,2,3,3
HISTDET_H0LOC,qwen3_8b,math,math-12,local,2,3,3
HISTDET_H2LOC,qwen3_8b,math,math-12,local,2,3,3
HISTDET_H3LOC,qwen3_8b,math,math-12,local,2,3,3
H0DET_HISTLOC,qwen3_8b,math,math-12,local,2,3,3
H0DET_H3LOC,qwen3_8b,math,math-12,local,2,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-122,local,2,1,1
HISTDET_H0LOC,qwen3_8b,math,math-122,local,2,4,4
HISTDET_H2LOC,qwen3_8b,math,math-122,local,2,4,4
HISTDET_H3LOC,qwen3_8b,math,math-122,local,2,4,4
H0DET_HISTLOC,qwen3_8b,math,math-122,local,2,1,1
H0DET_H3LOC,qwen3_8b,math,math-122,local,2,4,4
HISTDET_HISTLOC,qwen3_8b,math,math-128,local,1,6,6
HISTDET_H0LOC,qwen3_8b,math,math-128,local,1,6,6
HISTDET_H2LOC,qwen3_8b,math,math-128,local,1,6,6
HISTDET_H3LOC,qwen3_8b,math,math-128,local,1,6,6
H0DET_HISTLOC,qwen3_8b,math,math-128,local,1,6,6
H0DET_H3LOC,qwen3_8b,math,math-128,local,1,6,6
HISTDET_HISTLOC,qwen3_8b,math,math-132,local,1,0,-1
HISTDET_H0LOC,qwen3_8b,math,math-132,local,1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-132,local,1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-132,local,1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-132,local,1,0,-1
H0DET_H3LOC,qwen3_8b,math,math-132,local,1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-134,local,1,2,-1
HISTDET_H0LOC,qwen3_8b,math,math-134,local,1,2,-1
HISTDET_H2LOC,qwen3_8b,math,math-134,local,1,2,-1
HISTDET_H3LOC,qwen3_8b,math,math-134,local,1,2,-1
H0DET_HISTLOC,qwen3_8b,math,math-134,local,1,2,2
H0DET_H3LOC,qwen3_8b,math,math-134,local,1,2,2
HISTDET_HISTLOC,qwen3_8b,math,math-137,local,2,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-137,local,2,1,-1
HISTDET_H2LOC,qwen3_8b,math,math-137,local,2,1,-1
HISTDET_H3LOC,qwen3_8b,math,math-137,local,2,1,-1
H0DET_HISTLOC,qwen3_8b,math,math-137,local,2,1,-1
H0DET_H3LOC,qwen3_8b,math,math-137,local,2,1,-1
HISTDET_HISTLOC,qwen3_8b,math,math-141,local,0,3,3
HISTDET_H0LOC,qwen3_8b,math,math-141,local,0,3,3
HISTDET_H2LOC,qwen3_8b,math,math-141,local,0,3,3
HISTDET_H3LOC,qwen3_8b,math,math-141,local,0,3,3
H0DET_HISTLOC,qwen3_8b,math,math-141,local,0,3,3
H0DET_H3LOC,qwen3_8b,math,math-141,local,0,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-143,local,1,2,2
HISTDET_H0LOC,qwen3_8b,math,math-143,local,1,2,2
HISTDET_H2LOC,qwen3_8b,math,math-143,local,1,2,2
HISTDET_H3LOC,qwen3_8b,math,math-143,local,1,2,2
H0DET_HISTLOC,qwen3_8b,math,math-143,local,1,2,2
H0DET_H3LOC,qwen3_8b,math,math-143,local,1,2,2
HISTDET_HISTLOC,qwen3_8b,math,math-147,local,0,0,0
HISTDET_H0LOC,qwen3_8b,math,math-147,local,0,0,0
HISTDET_H2LOC,qwen3_8b,math,math-147,local,0,0,0
HISTDET_H3LOC,qwen3_8b,math,math-147,local,0,0,0
H0DET_HISTLOC,qwen3_8b,math,math-147,local,0,0,-1
H0DET_H3LOC,qwen3_8b,math,math-147,local,0,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-149,local,3,3,3
HISTDET_H0LOC,qwen3_8b,math,math-149,local,3,3,3
HISTDET_H2LOC,qwen3_8b,math,math-149,local,3,3,3
HISTDET_H3LOC,qwen3_8b,math,math-149,local,3,3,3
H0DET_HISTLOC,qwen3_8b,math,math-149,local,3,3,3
H0DET_H3LOC,qwen3_8b,math,math-149,local,3,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-154,local,0,2,2
HISTDET_H0LOC,qwen3_8b,math,math-154,local,0,0,0
HISTDET_H2LOC,qwen3_8b,math,math-154,local,0,0,0
HISTDET_H3LOC,qwen3_8b,math,math-154,local,0,0,0
H0DET_HISTLOC,qwen3_8b,math,math-154,local,0,2,2
H0DET_H3LOC,qwen3_8b,math,math-154,local,0,0,0
HISTDET_HISTLOC,qwen3_8b,math,math-155,local,5,9,9
HISTDET_H0LOC,qwen3_8b,math,math-155,local,5,9,9
HISTDET_H2LOC,qwen3_8b,math,math-155,local,5,9,9
HISTDET_H3LOC,qwen3_8b,math,math-155,local,5,9,9
H0DET_HISTLOC,qwen3_8b,math,math-155,local,5,9,9
H0DET_H3LOC,qwen3_8b,math,math-155,local,5,9,9
HISTDET_HISTLOC,qwen3_8b,math,math-159,local,3,3,3
HISTDET_H0LOC,qwen3_8b,math,math-159,local,3,3,3
HISTDET_H2LOC,qwen3_8b,math,math-159,local,3,3,3
HISTDET_H3LOC,qwen3_8b,math,math-159,local,3,3,3
H0DET_HISTLOC,qwen3_8b,math,math-159,local,3,3,3
H0DET_H3LOC,qwen3_8b,math,math-159,local,3,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-16,local,2,4,4
HISTDET_H0LOC,qwen3_8b,math,math-16,local,2,2,2
HISTDET_H2LOC,qwen3_8b,math,math-16,local,2,2,2
HISTDET_H3LOC,qwen3_8b,math,math-16,local,2,2,2
H0DET_HISTLOC,qwen3_8b,math,math-16,local,2,4,4
H0DET_H3LOC,qwen3_8b,math,math-16,local,2,2,2
HISTDET_HISTLOC,qwen3_8b,math,math-163,local,3,3,-1
HISTDET_H0LOC,qwen3_8b,math,math-163,local,3,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-163,local,3,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-163,local,3,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-163,local,3,3,-1
H0DET_H3LOC,qwen3_8b,math,math-163,local,3,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-172,local,6,6,6
HISTDET_H0LOC,qwen3_8b,math,math-172,local,6,6,6
HISTDET_H2LOC,qwen3_8b,math,math-172,local,6,6,6
HISTDET_H3LOC,qwen3_8b,math,math-172,local,6,6,6
H0DET_HISTLOC,qwen3_8b,math,math-172,local,6,6,6
H0DET_H3LOC,qwen3_8b,math,math-172,local,6,6,6
HISTDET_HISTLOC,qwen3_8b,math,math-174,local,3,3,3
HISTDET_H0LOC,qwen3_8b,math,math-174,local,3,3,3
HISTDET_H2LOC,qwen3_8b,math,math-174,local,3,3,3
HISTDET_H3LOC,qwen3_8b,math,math-174,local,3,3,3
H0DET_HISTLOC,qwen3_8b,math,math-174,local,3,3,3
H0DET_H3LOC,qwen3_8b,math,math-174,local,3,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-175,local,5,3,3
HISTDET_H0LOC,qwen3_8b,math,math-175,local,5,3,3
HISTDET_H2LOC,qwen3_8b,math,math-175,local,5,3,3
HISTDET_H3LOC,qwen3_8b,math,math-175,local,5,3,3
H0DET_HISTLOC,qwen3_8b,math,math-175,local,5,3,3
H0DET_H3LOC,qwen3_8b,math,math-175,local,5,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-178,local,2,2,2
HISTDET_H0LOC,qwen3_8b,math,math-178,local,2,0,0
HISTDET_H2LOC,qwen3_8b,math,math-178,local,2,0,0
HISTDET_H3LOC,qwen3_8b,math,math-178,local,2,0,0
H0DET_HISTLOC,qwen3_8b,math,math-178,local,2,2,2
H0DET_H3LOC,qwen3_8b,math,math-178,local,2,0,0
HISTDET_HISTLOC,qwen3_8b,math,math-179,local,5,6,6
HISTDET_H0LOC,qwen3_8b,math,math-179,local,5,6,6
HISTDET_H2LOC,qwen3_8b,math,math-179,local,5,6,6
HISTDET_H3LOC,qwen3_8b,math,math-179,local,5,6,6
H0DET_HISTLOC,qwen3_8b,math,math-179,local,5,6,6
H0DET_H3LOC,qwen3_8b,math,math-179,local,5,6,6
HISTDET_HISTLOC,qwen3_8b,math,math-188,local,1,2,2
HISTDET_H0LOC,qwen3_8b,math,math-188,local,1,2,2
HISTDET_H2LOC,qwen3_8b,math,math-188,local,1,2,2
HISTDET_H3LOC,qwen3_8b,math,math-188,local,1,2,2
H0DET_HISTLOC,qwen3_8b,math,math-188,local,1,2,2
H0DET_H3LOC,qwen3_8b,math,math-188,local,1,2,2
HISTDET_HISTLOC,qwen3_8b,math,math-192,local,1,2,-1
HISTDET_H0LOC,qwen3_8b,math,math-192,local,1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-192,local,1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-192,local,1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-192,local,1,2,-1
H0DET_H3LOC,qwen3_8b,math,math-192,local,1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-203,local,1,2,2
HISTDET_H0LOC,qwen3_8b,math,math-203,local,1,0,0
HISTDET_H2LOC,qwen3_8b,math,math-203,local,1,2,2
HISTDET_H3LOC,qwen3_8b,math,math-203,local,1,2,2
H0DET_HISTLOC,qwen3_8b,math,math-203,local,1,2,2
H0DET_H3LOC,qwen3_8b,math,math-203,local,1,2,2
HISTDET_HISTLOC,qwen3_8b,math,math-209,local,1,8,8
HISTDET_H0LOC,qwen3_8b,math,math-209,local,1,0,0
HISTDET_H2LOC,qwen3_8b,math,math-209,local,1,8,8
HISTDET_H3LOC,qwen3_8b,math,math-209,local,1,8,8
H0DET_HISTLOC,qwen3_8b,math,math-209,local,1,8,8
H0DET_H3LOC,qwen3_8b,math,math-209,local,1,8,8
HISTDET_HISTLOC,qwen3_8b,math,math-21,local,1,4,4
HISTDET_H0LOC,qwen3_8b,math,math-21,local,1,4,4
HISTDET_H2LOC,qwen3_8b,math,math-21,local,1,4,4
HISTDET_H3LOC,qwen3_8b,math,math-21,local,1,4,4
H0DET_HISTLOC,qwen3_8b,math,math-21,local,1,4,4
H0DET_H3LOC,qwen3_8b,math,math-21,local,1,4,4
HISTDET_HISTLOC,qwen3_8b,math,math-219,local,3,3,3
HISTDET_H0LOC,qwen3_8b,math,math-219,local,3,3,3
HISTDET_H2LOC,qwen3_8b,math,math-219,local,3,3,3
HISTDET_H3LOC,qwen3_8b,math,math-219,local,3,3,3
H0DET_HISTLOC,qwen3_8b,math,math-219,local,3,3,3
H0DET_H3LOC,qwen3_8b,math,math-219,local,3,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-226,local,3,2,-1
HISTDET_H0LOC,qwen3_8b,math,math-226,local,3,2,-1
HISTDET_H2LOC,qwen3_8b,math,math-226,local,3,2,-1
HISTDET_H3LOC,qwen3_8b,math,math-226,local,3,2,-1
H0DET_HISTLOC,qwen3_8b,math,math-226,local,3,2,-1
H0DET_H3LOC,qwen3_8b,math,math-226,local,3,2,-1
HISTDET_HISTLOC,qwen3_8b,math,math-233,local,5,3,3
HISTDET_H0LOC,qwen3_8b,math,math-233,local,5,3,3
HISTDET_H2LOC,qwen3_8b,math,math-233,local,5,3,3
HISTDET_H3LOC,qwen3_8b,math,math-233,local,5,3,3
H0DET_HISTLOC,qwen3_8b,math,math-233,local,5,3,3
H0DET_H3LOC,qwen3_8b,math,math-233,local,5,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-238,local,3,1,-1
HISTDET_H0LOC,qwen3_8b,math,math-238,local,3,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-238,local,3,2,-1
HISTDET_H3LOC,qwen3_8b,math,math-238,local,3,2,-1
H0DET_HISTLOC,qwen3_8b,math,math-238,local,3,1,-1
H0DET_H3LOC,qwen3_8b,math,math-238,local,3,2,-1
HISTDET_HISTLOC,qwen3_8b,math,math-239,local,1,2,2
HISTDET_H0LOC,qwen3_8b,math,math-239,local,1,2,2
HISTDET_H2LOC,qwen3_8b,math,math-239,local,1,2,2
HISTDET_H3LOC,qwen3_8b,math,math-239,local,1,0,0
H0DET_HISTLOC,qwen3_8b,math,math-239,local,1,2,2
H0DET_H3LOC,qwen3_8b,math,math-239,local,1,0,0
HISTDET_HISTLOC,qwen3_8b,math,math-241,local,3,2,2
HISTDET_H0LOC,qwen3_8b,math,math-241,local,3,2,2
HISTDET_H2LOC,qwen3_8b,math,math-241,local,3,2,2
HISTDET_H3LOC,qwen3_8b,math,math-241,local,3,2,2
H0DET_HISTLOC,qwen3_8b,math,math-241,local,3,2,2
H0DET_H3LOC,qwen3_8b,math,math-241,local,3,2,2
HISTDET_HISTLOC,qwen3_8b,math,math-246,local,0,1,1
HISTDET_H0LOC,qwen3_8b,math,math-246,local,0,1,1
HISTDET_H2LOC,qwen3_8b,math,math-246,local,0,1,1
HISTDET_H3LOC,qwen3_8b,math,math-246,local,0,1,1
H0DET_HISTLOC,qwen3_8b,math,math-246,local,0,1,1
H0DET_H3LOC,qwen3_8b,math,math-246,local,0,1,1
HISTDET_HISTLOC,qwen3_8b,math,math-247,local,5,0,-1
HISTDET_H0LOC,qwen3_8b,math,math-247,local,5,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-247,local,5,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-247,local,5,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-247,local,5,0,-1
H0DET_H3LOC,qwen3_8b,math,math-247,local,5,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-25,local,5,5,5
HISTDET_H0LOC,qwen3_8b,math,math-25,local,5,5,5
HISTDET_H2LOC,qwen3_8b,math,math-25,local,5,5,5
HISTDET_H3LOC,qwen3_8b,math,math-25,local,5,5,5
H0DET_HISTLOC,qwen3_8b,math,math-25,local,5,5,5
H0DET_H3LOC,qwen3_8b,math,math-25,local,5,5,5
HISTDET_HISTLOC,qwen3_8b,math,math-250,local,1,0,-1
HISTDET_H0LOC,qwen3_8b,math,math-250,local,1,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-250,local,1,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-250,local,1,0,-1
H0DET_HISTLOC,qwen3_8b,math,math-250,local,1,0,-1
H0DET_H3LOC,qwen3_8b,math,math-250,local,1,0,-1
HISTDET_HISTLOC,qwen3_8b,math,math-253,local,3,3,3
HISTDET_H0LOC,qwen3_8b,math,math-253,local,3,3,3
HISTDET_H2LOC,qwen3_8b,math,math-253,local,3,3,3
HISTDET_H3LOC,qwen3_8b,math,math-253,local,3,3,3
H0DET_HISTLOC,qwen3_8b,math,math-253,local,3,3,3
H0DET_H3LOC,qwen3_8b,math,math-253,local,3,3,3
HISTDET_HISTLOC,qwen3_8b,math,math-254,local,2,2,2
HISTDET_H0LOC,qwen3_8b,math,math-254,local,2,2,2
HISTDET_H2LOC,qwen3_8b,math,math-254,local,2,2,2
HISTDET_H3LOC,qwen3_8b,math,math-254,local,2,1,1
H0DET_HISTLOC,qwen3_8b,math,math-254,local,2,2,2
H0DET_H3LOC,qwen3_8b,math,math-254,local,2,1,1
HISTDET_HISTLOC,qwen3_8b,math,math-260,local,2,0,-1
HISTDET_H0LOC,qwen3_8b,math,math-260,local,2,0,-1
HISTDET_H2LOC,qwen3_8b,math,math-260,local,2,0,-1
HISTDET_H3LOC,qwen3_8b,math,math-260,local,2,3,-1
H0DET_HISTLOC,qwen3_8b,math,math-260,local,2,0,-1
H0DET_H3LOC,qwen3_8b,math,math-260,local,2,3,-1
HISTDET_HISTLOC,qwen3_8b,math,math-266,local,3,2,2
HISTDET_H0LOC,qwen3_8b,math,math-266,local,3,3,3
HISTDET_H2LOC,qwen3_8b,math,math-266,local,3,3,3
