cell,family,domain,arm,phase,selector,variant,n_pool,n_selected,selected_features,pool_features,fallback,intended_methods,diag_json
epr_triviaqa_mistral24b,triviaqa,QA,lapscore_k6,fixed_k6,lapscore,lapscore_s6,25,6,epr|hl_ratio|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""lapscore"", ""size"": 6}"
epr_triviaqa_mistral24b,triviaqa,QA,spec_k6,fixed_k6,spec,spec_s6,25,6,epr|hl_ratio|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""spec"", ""size"": 6}"
epr_triviaqa_mistral24b,triviaqa,QA,mcfs_k6,fixed_k6,mcfs,mcfs_s6,25,6,hl_ratio|dominant_freq|sw_var_peak|cusum_max|min_spilled|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""mcfs"", ""size"": 6}"
epr_triviaqa_mistral24b,triviaqa,QA,cae_k6,fixed_k6,cae,a3.cae_k6,25,6,trace_length|hl_ratio|spectral_centroid|hurst_exponent|min_spilled|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""stability_jaccard"": 0.46, ""val_mse"": 0.1922}"
epr_triviaqa_mistral24b,triviaqa,QA,lscae_k6,fixed_k6,lscae,lscae.k6,25,6,epr|trace_length|sw_var_peak|min_energy|logprob_margin|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""n_selected"": 6, ""note"": ""LS-CAE Eq.(6): reconstruction + Laplacian score at the concrete layer, each inversely weighted by its own magnitude"", ""seed_val_mses"": [0.000594, 0.000598], ""val_mse"": 0.000594}"
epr_triviaqa_mistral24b,triviaqa,QA,dpp_k6,fixed_k6,dpp,dpp.k6,25,6,spectral_entropy|high_band_power|hl_ratio|hurst_exponent|min_spilled|logprob_margin,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""logdet"": -0.3732, ""note"": ""greedy log-det MAP; residual_variance[i] is the volume the i-th pick added, i.e. its variance orthogonal to the rest"", ""order"": [20, 5, 9, 14, 4, 2], ""p"": 25, ""residual_variance"": [1.0, 1.0, 0.9789, 0.9605, 0.8781, 0.8339]}"
epr_triviaqa_mistral24b,triviaqa,QA,decorr_k6,fixed_k6,decorrelation,decorr_s6,25,6,spectral_entropy|high_band_power|dominant_freq|hurst_exponent|min_spilled|min_energy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""decorr"", ""size"": 6}"
epr_triviaqa_mistral24b,triviaqa,QA,upcrres_native,method_specific,upcr_residual,a1.upcrres_greedy,25,4,low_band_power|hl_ratio|cusum_max_spilled|min_spilled,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr,"{""path"": {""3"": {""cols"": [5, 13, 14], ""objective"": 0.011406035468936896}, ""4"": {""cols"": [3, 5, 13, 14], ""objective"": 0.008102393041034718}, ""5"": {""cols"": [3, 5, 6, 13, 14], ""objective"": 0.044847915743985896}, ""6"": {""cols"": [2, 3, 5, 6, 13, 14], ""objective"": 0.04552010062745434}, ""7"": {""cols"": [2, 3, 5, 6, 9, 13, 14], ""objective"": 0.05107899421174824}, ""8"": {""cols"": [2, 3, 4, 5, 6, 9, 13, 14], ""objective"": 0.0498575556850937}}, ""scope"": ""U-PCR only; its own projection residual is the selector objective""}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,full,baseline,full,full,25,25,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,{}
internalstates_gsm8k_qwen25_7b,gsm8k,math,dufs_native,native,dufs,a2.dufs_pf,25,14,epr|low_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""feat_gate_means"": [1.804, -1.177, -1.173, 1.614, -1.069, 1.636, -0.01, 1.698, -1.106, 1.644, -1.187, 1.57, 1.752, -1.161, 1.495, -0.298, -1.138, -1.088, -1.187, 1.72, 1.62, 1.718, 1.741, 1.679, 1.66], ""n_selected"": 14, ""note"": ""DUFS Eq. (7) parameter-free variant: -tr[.]/(m*(sum_i P(Z_i>=0)+delta)); no lambda, no stability search. Delta vs a2.dufs isolates the cost of our label-free lambda rule.""}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,groupfs_native,native,groupfs,a2.select,25,25,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""C"": 2, ""C_distortion"": {""2"": 0.9967, ""3"": 2.2779, ""4"": 4.1064, ""5"": 4.4132, ""6"": 3.4223, ""7"": 3.8402, ""8"": 3.542}, ""K_groups"": 2, ""feat_gates"": [1.745, -0.694, -0.824, 1.61, 0.647, 1.66, 1.118, 1.668, -0.758, 1.63, -0.789, 1.555, 1.707, -0.798, 1.468, 1.182, -0.781, -0.774, -0.726, 1.675, 1.708, 1.667, 1.706, 1.657, 1.635], ""lambda0"": 0.185831, ""lambda1"": 10.0, ""lambda_dufs"": 0.092916, ""lambda_stability"": {""0.092916"": 0.976, ""0.185831"": 0.941, ""0.371663"": 0.857}, ""n_selected"": 25, ""open_groups"": [0, 1], ""stability"": 0.976, ""subsampled_rows"": 500}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,lapscore_native,native,lapscore,lapscore_adapt,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""rule"": ""lapscore"", ""size"": 6}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,spec_native,native,spec,spec_adapt,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""rule"": ""spec"", ""size"": 6}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,mcfs_native,native,mcfs,mcfs_adapt,25,5,dominant_freq|spectral_centroid|mean_top1_logprob|logprob_margin|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""rule"": ""mcfs"", ""size"": 5}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,cae_native,native,cae,a3.cae,25,5,spectral_entropy|hl_ratio|cusum_max|sw_var_peak_energy|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""curve"": {""3"": 0.4047, ""4"": 0.3461, ""5"": 0.2956, ""6"": 0.2685, ""7"": 0.2288, ""8"": 0.2283}, ""k"": 5, ""stability_jaccard"": 0.5, ""val_mse"": 0.2956}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,lscae_native,native,lscae,lscae,25,5,hl_ratio|spectral_centroid|sw_var_peak|mean_top1_logprob|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""grid_val_mse"": [0.000969, 0.000975, 0.000794, 0.000777, 0.0008, 0.0008], ""k_chosen"": 5, ""k_grid"": [3, 4, 5, 6, 7, 8], ""note"": ""size rule is OURS \u2014 the paper treats k as architectural"", ""val_mse"": 0.000794}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,dpp_native,native,dpp,dpp,25,21,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""n_selected"": 21, ""note"": ""stops when the best remaining view is already explained by the kept set (residual variance < tol). SIZE RULE IS OURS."", ""p"": 25, ""residual_variance"": [1.0, 1.0, 0.9457, 0.9316, 0.9268, 0.7732, 0.7651, 0.7105, 0.6159, 0.5925, 0.4806, 0.3349, 0.2981, 0.2594, 0.2363, 0.1499, 0.1289, 0.0844, 0.0691, 0.0614, 0.0555], ""tol"": 0.05}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,dpp_ridge_native,native,dpp,dpp.ridge,25,22,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""jaccard_vs_dpp"": 0.955, ""n_selected"": 22, ""note"": ""C + ridge*I. A large disagreement with `dpp` means the un-ridged run was driven by numerical noise in the tail eigenvalues."", ""p"": 25, ""ridge"": 0.01, ""tol"": 0.05}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,dufs_k6,fixed_k6,dufs,a2.dufs_pf_top6,25,6,epr|spectral_centroid|epr_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""six largest gate means"", ""source"": ""a2.dufs_pf""}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,lapscore_k6,fixed_k6,lapscore,lapscore_s6,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""lapscore"", ""size"": 6}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,spec_k6,fixed_k6,spec,spec_s6,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""spec"", ""size"": 6}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,mcfs_k6,fixed_k6,mcfs,mcfs_s6,25,6,dominant_freq|spectral_centroid|sw_var_peak|mean_top1_logprob|logprob_margin|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""mcfs"", ""size"": 6}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,cae_k6,fixed_k6,cae,a3.cae_k6,25,6,spectral_entropy|hl_ratio|cusum_max|sw_var_peak_spilled|sw_var_peak_energy|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""stability_jaccard"": 0.344, ""val_mse"": 0.2685}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,lscae_k6,fixed_k6,lscae,lscae.k6,25,6,epr|spectral_centroid|mean_top1_logprob|logprob_margin|mean_logprob_entropy|renyi_entropy_2,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""n_selected"": 6, ""note"": ""LS-CAE Eq.(6): reconstruction + Laplacian score at the concrete layer, each inversely weighted by its own magnitude"", ""seed_val_mses"": [0.000777, 0.000794], ""val_mse"": 0.000777}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,dpp_k6,fixed_k6,dpp,dpp.k6,25,6,spectral_entropy|dominant_freq|stft_max_high_power|hurst_exponent|sw_var_peak_energy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""logdet"": -0.4598, ""note"": ""greedy log-det MAP; residual_variance[i] is the volume the i-th pick added, i.e. its variance orthogonal to the rest"", ""order"": [24, 2, 17, 6, 8, 10], ""p"": 25, ""residual_variance"": [1.0, 1.0, 0.9457, 0.9316, 0.9268, 0.7732]}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,decorr_k6,fixed_k6,decorrelation,decorr_s6,25,6,spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|sw_var_peak_energy|logprob_margin,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""decorr"", ""size"": 6}"
internalstates_gsm8k_qwen25_7b,gsm8k,math,upcrres_native,method_specific,upcr_residual,a1.upcrres_greedy,25,3,epr|mean_logprob_entropy|renyi_entropy_2,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr,"{""path"": {""3"": {""cols"": [0, 21, 23], ""objective"": 0.0009513314821857934}, ""4"": {""cols"": [0, 19, 21, 23], ""objective"": 0.0018977156955790322}, ""5"": {""cols"": [0, 19, 21, 22, 23], ""objective"": 0.01125924642589395}, ""6"": {""cols"": [0, 12, 19, 21, 22, 23], ""objective"": 0.018500396552244436}, ""7"": {""cols"": [0, 12, 19, 21, 22, 23, 24], ""objective"": 0.04571151138500674}, ""8"": {""cols"": [0, 12, 19, 20, 21, 22, 23, 24], ""objective"": 0.0656005153022048}}, ""scope"": ""U-PCR only; its own projection residual is the selector objective""}"
